Id,Action
1,0.961361888133
2,0.969092611352
3,0.970838048464
4,0.96978473832
5,0.971304726923
6,0.971249613734
7,0.96717006604
8,0.971160843996
9,0.788718076709
10,0.968262758436
11,0.962990146222
12,0.968587375479
13,0.968622067864
14,0.946872702276
15,0.959172251797
16,0.960916443292
17,0.888304728481
18,0.946206455074
19,0.971080699342
20,0.970780401904
21,0.971224493125
22,0.970685550202
23,0.96829461209
24,0.969092253833
25,0.969145802169
26,0.942761018583
27,0.969955732757
28,0.967408094195
29,0.969277660474
30,0.930655106267
31,0.968091450988
32,0.968340486497
33,0.970649958448
34,0.970542702794
35,0.969259098929
36,0.970358654793
37,0.970649928327
38,0.970846987201
39,0.968885353593
40,0.964359974273
41,0.96603839417
42,0.970175236466
43,0.969638842458
44,0.970104900446
45,0.969990169446
46,0.968815554455
47,0.970737192194
48,0.969429091508
49,0.971298584769
50,0.963456211234
51,0.961679454982
52,0.970811817942
53,0.969576893262
54,0.97119780068
55,0.96814718888
56,0.969880905353
57,0.968366485933
58,0.971316845705
59,0.969022406308
60,0.970027630958
61,0.97101961342
62,0.971260082751
63,0.967244646294
64,0.970919930427
65,0.971204774767
66,0.968034959891
67,0.961520876298
68,0.971262336717
69,0.962594433139
70,0.669537342885
71,0.969243910817
72,0.968038640759
73,0.971041764457
74,0.971002700298
75,0.970308356879
76,0.970964128981
77,0.970194299236
78,0.949951552062
79,0.629590117025
80,0.97042968672
81,0.970938579457
82,0.969833932255
83,0.96807996493
84,0.970351817146
85,0.968537679683
86,0.961320408868
87,0.969217761036
88,0.970225478432
89,0.970665036911
90,0.949366286622
91,0.968254869875
92,0.831326758218
93,0.970679841881
94,0.96841103853
95,0.97004209184
96,0.970435262408
97,0.132631633594
98,0.963580213398
99,0.970598449999
100,0.97124052481
101,0.950524096978
102,0.421182144278
103,0.970966391409
104,0.969054804984
105,0.796295173604
106,0.970550355266
107,0.970170284814
108,0.968955073348
109,0.970313398841
110,0.969192214479
111,0.866469300301
112,0.969305967487
113,0.965719635338
114,0.970483015335
115,0.966336722768
116,0.966810765183
117,0.970060166358
118,0.967409190877
119,0.971130756362
120,0.968014844327
121,0.963408596315
122,0.970081259699
123,0.959181301283
124,0.970075423381
125,0.96951072539
126,0.952037063869
127,0.93848382162
128,0.958225112734
129,0.962004230445
130,0.970638015315
131,0.970835722649
132,0.970715652818
133,0.96916013319
134,0.952871071303
135,0.971064375006
136,0.967415289392
137,0.971104415934
138,0.963819781534
139,0.913756264328
140,0.970335121759
141,0.971253438398
142,0.968395252062
143,0.970688248675
144,0.970716336748
145,0.970883007548
146,0.889972870303
147,0.938472264699
148,0.937628611815
149,0.971102130491
150,0.969681557747
151,0.969543656538
152,0.940759624768
153,0.969850507138
154,0.964971304482
155,0.968662713506
156,0.957516702915
157,0.967771619361
158,0.970537318973
159,0.953899474599
160,0.967727472871
161,0.932602164308
162,0.970053678761
163,0.9706842754
164,0.966704030564
165,0.970009517445
166,0.970889782308
167,0.964973575018
168,0.964254192663
169,0.970099634662
170,0.970749723617
171,0.969360847566
172,0.969581825885
173,0.965861736338
174,0.969703832501
175,0.969130243935
176,0.970247654443
177,0.945155342121
178,0.970544709422
179,0.97137509572
180,0.961561567856
181,0.194783423144
182,0.96980491007
183,0.961734804727
184,0.939158712011
185,0.968950902092
186,0.964753907541
187,0.970851655546
188,0.967146063196
189,0.609363270956
190,0.967223578275
191,0.970178310529
192,0.969743724006
193,0.970495821026
194,0.970245945884
195,0.961083530986
196,0.97113157811
197,0.969342046333
198,0.968077619727
199,0.969636772795
200,0.793817059925
201,0.970845850106
202,0.968927889148
203,0.966169854082
204,0.963729514372
205,0.969879324142
206,0.970234512011
207,0.970689500678
208,0.967528399325
209,0.755709477111
210,0.80890671697
211,0.962850574677
212,0.968772691546
213,0.971175490794
214,0.966941650607
215,0.970112774631
216,0.953509934888
217,0.965545442318
218,0.970787953422
219,0.970534078326
220,0.967276261266
221,0.637546086852
222,0.971124886696
223,0.971089776323
224,0.966635842264
225,0.967389562213
226,0.803111358483
227,0.958736874771
228,0.969903049924
229,0.971006278714
230,0.969728871774
231,0.966936878338
232,0.926916816359
233,0.961935681742
234,0.0887764508529
235,0.958528529601
236,0.961936448063
237,0.967865405427
238,0.966680513658
239,0.946750260639
240,0.970823785085
241,0.968843435395
242,0.869791537327
243,0.11942283223
244,0.96807661235
245,0.969958921283
246,0.971075498915
247,0.968293027598
248,0.969781031818
249,0.969637698044
250,0.970839627122
251,0.970286507711
252,0.94895960118
253,0.970962814879
254,0.97127870601
255,0.971350536057
256,0.968017144985
257,0.969505352482
258,0.963578799084
259,0.96977576773
260,0.969837430231
261,0.968773124522
262,0.96558075224
263,0.97040036713
264,0.970770663922
265,0.9710678936
266,0.96673049652
267,0.969111786523
268,0.97094344278
269,0.968558943891
270,0.970467007277
271,0.968979909779
272,0.967817515239
273,0.970840272166
274,0.432898645865
275,0.971076703631
276,0.939389186992
277,0.970649317246
278,0.970881649877
279,0.967583285592
280,0.962575179293
281,0.971325532544
282,0.971414379167
283,0.967324387408
284,0.965883671443
285,0.970913538729
286,0.960455654169
287,0.971313474652
288,0.970235131278
289,0.97037117386
290,0.970752666442
291,0.849248398061
292,0.925279436723
293,0.970351406534
294,0.966191613031
295,0.970426257581
296,0.126633628896
297,0.521247571425
298,0.965522074722
299,0.930218807446
300,0.971081767384
301,0.673937344249
302,0.970693783163
303,0.762936369515
304,0.947897596942
305,0.970326159012
306,0.969335772075
307,0.968244654377
308,0.971237805981
309,0.961999372209
310,0.968753825312
311,0.970828459838
312,0.969492686429
313,0.970847947249
314,0.970830118622
315,0.9710206501
316,0.970921386256
317,0.965809347353
318,0.970845337501
319,0.934145925161
320,0.971038250022
321,0.969337046925
322,0.11436625448
323,0.971345821357
324,0.970831486729
325,0.968197030928
326,0.953897813674
327,0.970764480089
328,0.971149136061
329,0.96945115407
330,0.969476630075
331,0.971049123927
332,0.968344291466
333,0.970084380352
334,0.963245661998
335,0.970137671859
336,0.966756074731
337,0.969694873439
338,0.969709583848
339,0.969188766586
340,0.96995270485
341,0.968062461008
342,0.969973707882
343,0.961372803248
344,0.970840964698
345,0.9706189349
346,0.964463151827
347,0.969921541817
348,0.969364532965
349,0.969417284235
350,0.882745786306
351,0.967924891628
352,0.970943897052
353,0.969258479187
354,0.882230723305
355,0.968029854976
356,0.970913432452
357,0.961984107918
358,0.970478432484
359,0.966979432219
360,0.307419195026
361,0.964842676413
362,0.969326784739
363,0.964573508734
364,0.947996225977
365,0.971203968696
366,0.971154196425
367,0.970024244753
368,0.970864066969
369,0.968900352001
370,0.970621724043
371,0.969801472614
372,0.968515821686
373,0.925458900669
374,0.113410985908
375,0.966197304575
376,0.970322074537
377,0.67732694138
378,0.970023821733
379,0.970872388348
380,0.866947552182
381,0.814213677546
382,0.969824787507
383,0.971127184406
384,0.968708873634
385,0.963639326485
386,0.969099824363
387,0.93711409101
388,0.960229460006
389,0.970563231317
390,0.970772862647
391,0.963406305325
392,0.96949084266
393,0.965496870699
394,0.969517143787
395,0.961276531982
396,0.970100179371
397,0.970028032618
398,0.969891747931
399,0.970906466572
400,0.970343231749
401,0.969942811724
402,0.970200745243
403,0.968231781243
404,0.968565604559
405,0.97120506067
406,0.966328276964
407,0.961756599371
408,0.969502225198
409,0.968441083822
410,0.970758535677
411,0.971228529126
412,0.943371302498
